scenario_name,mode,target,alpha,beta,mix_lambda,start_epoch,best_val_macro_f1_count,best_val_macro_f1_mean,best_val_macro_f1_std,best_val_macro_f1_min,best_val_macro_f1_max,best_val_accuracy_count,best_val_accuracy_mean,best_val_accuracy_std,best_val_accuracy_min,best_val_accuracy_max,best_val_loss_count,best_val_loss_mean,best_val_loss_std,best_val_loss_min,best_val_loss_max,final_val_macro_f1_count,final_val_macro_f1_mean,final_val_macro_f1_std,final_val_macro_f1_min,final_val_macro_f1_max,final_val_accuracy_count,final_val_accuracy_mean,final_val_accuracy_std,final_val_accuracy_min,final_val_accuracy_max,final_val_loss_count,final_val_loss_mean,final_val_loss_std,final_val_loss_min,final_val_loss_max,mean_epoch_time_count,mean_epoch_time_mean,mean_epoch_time_std,mean_epoch_time_min,mean_epoch_time_max,mean_throughput_count,mean_throughput_mean,mean_throughput_std,mean_throughput_min,mean_throughput_max
delayed_all_mix_a08_lam015_warm3,mix,all,0.8,0.9,0.15,4.0,45,0.16106989885776626,0.07515711974837962,0.0750116449988241,0.2849390137368904,45,0.3197888897524939,0.023029032687344533,0.2790000140666961,0.3630000054836273,45,1.9462297426859538,0.05719747920164323,1.8329645099639893,2.0205382022857665,45,0.1519566836900651,0.07825427935804105,0.055829590078168,0.2849390137368904,45,0.320411111248864,0.024463687241542627,0.2790000140666961,0.3630000054836273,45,1.9448011592653063,0.059753154371256466,1.8315071697235108,2.0424675312042235,45,2.888812511761983,1.5109792850181618,0.9944230318069458,6.330158495903016,45,3482.365060038509,1372.922708664237,1549.6258944252154,6452.605605645605
emb_replace_a065,replace,embeddings,0.65,0.9,1.0,1.0,75,0.1610005808828636,0.0721927193647856,0.0734742554738239,0.2829712902869311,75,0.32105111241340634,0.022643685707265583,0.2725000083446502,0.3620833456516266,75,1.9428887851715089,0.055367487736062475,1.820996780395508,2.034240083694458,75,0.1519526647567637,0.07268143169996194,0.0553781830807009,0.2829712902869311,75,0.31870888988176976,0.02256689314153214,0.2764999866485595,0.3591666519641876,75,1.9393620656458537,0.0617826265896768,1.7922035846710205,2.079947319984436,75,2.4554996089935304,1.1088817962043145,0.9180063724517822,4.7340843915939335,75,3942.887040852347,1443.49770819264,1898.004615453824,7916.696205490453
delayed_emb_mix_a08_lam005_warm3,mix,embeddings,0.8,0.9,0.005,4.0,75,0.1609580043315181,0.07312054747628241,0.073188432831506,0.2827263589114308,75,0.32021555622418724,0.025801946107557507,0.273499995470047,0.367000013589859,75,1.942933390947978,0.060683799394667316,1.7858695001602174,2.0354399604797364,75,0.1512919412836512,0.0745108290654183,0.0583950221849709,0.2827263589114308,75,0.3196211111545562,0.025771340835604326,0.273499995470047,0.3659999966621399,75,1.9385737934621174,0.06363670981688106,1.7858695001602174,2.0354399604797364,75,2.4030591599146525,1.1059570046620861,0.7573442697525025,4.750146079063415,75,4131.253016339755,1634.176120626255,1914.5429923761649,11480.722012215088
all_mix_a08_lam030,mix,all,0.8,0.9,0.03,1.0,75,0.16083637411195598,0.07433251191435161,0.0507462686566785,0.2859288431315084,75,0.32038555423418674,0.023395680723778074,0.2739999890327453,0.3549999892711639,74,1.946889692190531,0.05756737145822644,1.8243264942169188,2.0423117485046385,75,0.15375657021527112,0.07535387459986244,0.0507462686566785,0.2828967934633316,75,0.31965666770935053,0.022997897978772677,0.2754999995231628,0.3549999892711639,74,1.9425204550768878,0.06036748905978162,1.8243264942169188,2.041803424835205,75,2.5197352005640665,1.1464587467046656,0.8726059675216675,4.941700100898743,75,3862.3560095078833,1511.1419052511908,1801.084415463201,9054.740095182044
all_mix_a08_lam005,mix,all,0.8,0.9,0.05,1.0,45,0.16078643812821333,0.07835278624332886,0.052262234533664,0.2909337554756926,45,0.32152963081995645,0.02490728052381121,0.2750000059604645,0.3589999973773956,44,1.9457471104318445,0.059115255549325584,1.8296332006454468,2.040810121536255,45,0.15237539579042103,0.07590388509666489,0.052262234533664,0.2753317887951061,45,0.32161296274926926,0.024143189684955345,0.2820000052452087,0.3549999892711639,44,1.9369700016758657,0.06219632703892622,1.8107815990448,2.040810121536255,45,2.8618777248594496,1.5042184982159257,1.0061108350753785,6.3495700597763065,45,3463.872701856804,1368.0243622356454,1547.9298888363226,7423.328690538719
emb_replace_a08,replace,embeddings,0.8,0.9,1.0,1.0,45,0.16075823696304414,0.07126196961572115,0.0840119841830513,0.2774770540024857,45,0.31871666577127244,0.021951832649374236,0.2720000147819519,0.351666659116745,45,1.950295802031623,0.05050987991154614,1.826282720565796,2.0176160068511964,45,0.15445806150946073,0.07318032972362663,0.0640911388473695,0.2738600993837866,45,0.3178648147318098,0.02236509244926593,0.2720000147819519,0.3508333265781402,45,1.946522142706977,0.05539204950253178,1.826282720565796,2.0176160068511964,45,2.8088356701532997,1.4663158240043992,1.0332452297210692,6.078463244438171,45,3559.5874831215156,1424.0742435911088,1608.5251766381164,7660.396342916171
emb_replace_a060,replace,embeddings,0.6,0.9,1.0,1.0,75,0.16064746727380655,0.0733717486942463,0.0784714516327881,0.2787868302872548,75,0.3183633347352346,0.02373303814769723,0.2599999904632568,0.3549999892711639,75,1.9483028928756714,0.05506990598895996,1.804022828102112,2.0472201309204103,75,0.1528244797005398,0.07561827638430194,0.0579138263453128,0.2759741938288746,75,0.317931113243103,0.023583016900206023,0.265500009059906,0.3524999916553497,75,1.9469768900426228,0.057775231351611264,1.804022828102112,2.063369969367981,75,2.4554850266774495,1.112253495746379,0.9222893714904784,4.773382377624512,75,3953.6340587150344,1464.6570650898857,1855.517536323734,8459.423557167422
mixed_all_a08_lam050,mix,all,0.8,0.9,0.5,1.0,45,0.16055083209492207,0.07900015150533496,0.0165137614678747,0.2866563528382997,45,0.31310185326470263,0.042877555818485416,0.0900000035762786,0.3729999959468841,44,1.9514131986444647,0.06207305232054908,1.7905423831939695,2.0529213695526125,45,0.14784225557817543,0.07950850052525121,0.0165137614678747,0.2866563528382997,45,0.31278518570793995,0.04290660202252746,0.0900000035762786,0.3729999959468841,44,1.947662192062898,0.06560623377215892,1.7905423831939695,2.057679931640625,45,4.4925472079383,3.7636900405334224,1.0842882633209228,16.24271674156189,45,2775.481541396074,1526.7334493953078,248.3977499096099,6143.0486697688175
delayed_head_mix_a08_lam020_warm3,mix,head,0.8,0.9,0.02,4.0,75,0.16043461023057834,0.07080959680284071,0.0746648915705708,0.2834128518762958,75,0.32024222175280254,0.026401563379200473,0.2675000131130218,0.3700000047683716,75,1.947648767191569,0.05900068747407238,1.8252119159698488,2.038003065109253,75,0.15157087080065237,0.07273946595043805,0.0599819494603723,0.2747642809938676,75,0.31994777758916215,0.026121431844409418,0.2675000131130218,0.3600000143051147,75,1.9437163792037966,0.0625368500841115,1.8167871227264405,2.0552712898254395,75,2.3910205421447754,1.0859857422714552,0.8799663543701172,4.690522360801697,75,4132.111682494577,1479.7488075538486,1874.6080683937928,8493.619541698834
all_mix_a08_lam020,mix,all,0.8,0.9,0.02,1.0,75,0.16037333871514783,0.07427340576270848,0.0500936914428106,0.3005282679904493,75,0.32156666914621984,0.023074765745833604,0.2775000035762787,0.3659999966621399,74,1.9449150664870805,0.05561680306471779,1.816926248550415,2.049615532875061,75,0.15245539557193774,0.07531235854351527,0.0500936914428106,0.3005282679904493,75,0.32057889064153033,0.024014440590602253,0.2750000059604645,0.3659999966621399,74,1.940843294079239,0.05729445325684815,1.816926248550415,2.049615532875061,75,2.5037577676773073,1.1690579837941841,0.7822770118713379,4.915013933181763,75,3968.6719292681205,1734.7224199596023,1800.7043417458942,10184.802391233685
head_only_replace_a08,replace,head,0.8,0.9,1.0,1.0,45,0.1602764318405647,0.07807063752974544,0.0756400993848976,0.2875616729283446,45,0.32109074261453413,0.02512320532736048,0.2714999914169311,0.3589999973773956,45,1.944490835147434,0.06494826273268779,1.810280005455017,2.056426240921021,45,0.15014488060074052,0.07973538530223373,0.0658658497451551,0.2868460848641381,45,0.3212425953812069,0.02534106855412531,0.2784999907016754,0.3619999885559082,45,1.939788819970025,0.0667553976131008,1.810280005455017,2.056426240921021,45,4.072985150019328,3.2799296984021957,1.0119792222976685,14.643113017082214,45,3035.2628070419905,1661.7311794346597,273.2054948553008,7377.646675078077
delayed_emb_mix_a08_lam010_warm3,mix,embeddings,0.8,0.9,0.01,4.0,75,0.16019446653901767,0.07493504409060642,0.0785556016583342,0.2813479836207032,75,0.31932111104329425,0.02361111003619803,0.2745000123977661,0.3589999973773956,75,1.9492345531590778,0.04950931308004754,1.821241578102112,2.038803398132324,75,0.1496430102009013,0.07569602882172556,0.0531278290783447,0.2756318268758468,75,0.31830444494883214,0.023728727491400873,0.2725000083446502,0.3589999973773956,75,1.9438853867594401,0.05469423695329958,1.821241578102112,2.03109334564209,75,2.4085753898620603,1.1093945605979851,0.8871259212493896,4.742157030105591,75,4181.42246855353,1662.3251131115503,1893.298345079609,8614.087937790515
all_mix_a08_lam015,mix,all,0.8,0.9,0.015,1.0,75,0.16007723595624854,0.07554904935501164,0.0519432449105105,0.2888828382911794,75,0.3179844415187835,0.026242927208505868,0.2685000002384186,0.3610000014305115,74,1.950417491783967,0.058475906713657225,1.8183529272079468,2.052132692337036,75,0.15352852257491012,0.07666787840898234,0.0519432449105105,0.2880922984627462,75,0.3184522211551666,0.02649303394889474,0.2694999873638153,0.3610000014305115,74,1.946829195782945,0.06245220780995736,1.8183529272079468,2.0523804416656493,75,2.495337829271952,1.1512991558557566,0.7948745250701904,4.955259966850281,75,3956.9654528140454,1658.5386173668965,1815.3949891242653,10106.735103020845
emb_mix_a08_lam015,mix,embeddings,0.8,0.9,0.15,1.0,45,0.1598140461636752,0.07357022841319506,0.0733193935103513,0.295645600346732,45,0.3204333318604363,0.02316406258797861,0.2649999856948852,0.3729999959468841,45,1.9487546387990315,0.05376167259158367,1.8308854990005492,2.0555499801635744,45,0.15041057717333023,0.07495138638913844,0.0609226713522048,0.2937675325892694,45,0.3191611117786831,0.024268038777344087,0.2759999930858612,0.3799999952316284,45,1.9425536446041531,0.05736876077331652,1.7831986331939698,2.041301147460937,45,2.806448000801934,1.4855097394516315,0.9789754629135132,6.16164379119873,45,3611.545908570754,1485.273220057519,1594.9715422985353,7592.373884801271
head_replace_a08,replace,head,0.8,0.9,1.0,1.0,45,0.1597954201962912,0.07859429058643755,0.0511627906976363,0.2851094687765007,45,0.32121111088328885,0.025888199058866464,0.2775000035762787,0.3770000040531158,43,1.9431633786711584,0.06271576513600842,1.8144211740493772,2.058981143951416,45,0.15002417114616684,0.07954623116213391,0.0511627906976363,0.2751040984006331,45,0.32157592707210114,0.025202283572377908,0.2685000002384186,0.3630000054836273,43,1.9380808360521182,0.06714907644301209,1.7882910785675048,2.0509938192367554,45,2.7809991269641454,1.4626030403557264,0.9171624898910522,6.129370546340942,45,3748.224220301005,1577.2553814500818,1593.082243409608,7773.58508442644
all_mix_a08_lam025,mix,all,0.8,0.9,0.025,1.0,75,0.15970285986224153,0.07682486396348732,0.0489616110761115,0.283678851338428,75,0.3234511105219523,0.02652214388360206,0.257999986410141,0.3700000047683716,70,1.9402451578957693,0.06071437699431899,1.8028994770050049,2.0434502220153807,75,0.1528137489848598,0.07739472758341828,0.0489616110761115,0.2813480019475204,75,0.32250444293022157,0.02660489797790832,0.257999986410141,0.3630000054836273,70,1.9356711950302123,0.06446380770285066,1.797216019630432,2.0434502220153807,75,2.484079412460327,1.118675162474445,0.8348519563674927,4.864253401756287,75,3939.755318478386,1558.646607998682,1806.5841629169329,9388.54395426239
head_mix_a08_lam010,mix,head,0.8,0.9,0.1,1.0,45,0.15968555542587964,0.07134240410358048,0.0695933283357492,0.2724886924221626,45,0.3203999996185302,0.022668097844506845,0.2795000076293945,0.356000006198883,45,1.9459737976286147,0.05128485844977255,1.850344069480896,2.0295637321472166,45,0.15144255623082686,0.07436690843656103,0.0557117581947472,0.2724886924221626,45,0.3194185177485148,0.02361307184952817,0.2739999890327453,0.3520833253860473,45,1.9421988087124296,0.06027481972472484,1.8076561603546144,2.064150588989258,45,2.783954971631368,1.5143566039498857,0.8316695213317871,6.210808229446411,45,3827.044032055491,1877.507895152132,1576.9964305928313,9345.490987606205
emb_mix_a08_lam025,mix,embeddings,0.8,0.9,0.25,1.0,45,0.15946153500685953,0.07200624217753802,0.0801791752913953,0.2931242729972702,45,0.3196648120880127,0.024455314772191084,0.2739999890327453,0.3700000047683716,45,1.9501543108622232,0.050477526381730614,1.82533709526062,2.036588872909546,45,0.1525368545779488,0.07308018360219506,0.0677443820603425,0.2759349731331078,45,0.3194111088911692,0.023190067885285326,0.2745000123977661,0.363999992609024,45,1.9412401531431411,0.05491150181243047,1.804835418701172,2.036588872909546,45,2.778299582799276,1.5047146770310607,0.8329130172729492,6.1761597156524655,45,3892.927347545834,1863.4684314925505,1593.093660342493,10413.262304175916
all_mix_a08_lam010,mix,all,0.8,0.9,0.1,1.0,45,0.1593833658949144,0.07379377835294387,0.0517603458924878,0.275218935613326,45,0.3178722242514292,0.022857260071524076,0.2770000100135803,0.351666659116745,44,1.9516129357598044,0.04818668583300033,1.847685094833374,2.0327689323425293,45,0.15080765667962637,0.07588068662004857,0.0517603458924878,0.2719960918141367,45,0.3186907417244381,0.023323155293228502,0.2770000100135803,0.3537499904632568,44,1.9419996868913822,0.06125148558509717,1.82993837928772,2.053938789367676,45,2.9233321724997627,1.5232067062514738,1.084680151939392,6.338103818893432,45,3364.7283821978585,1256.7061717609677,1550.8438392664718,5879.770000800677
delayed_all_mix_a08_lam025_warm3,mix,all,0.8,0.9,0.25,4.0,45,0.15902579581718865,0.06906847578331834,0.0824343550525843,0.2806052928169249,45,0.3170351829793718,0.022334610261769302,0.2619999945163727,0.3520833253860473,45,1.9530613504833645,0.04590032468368511,1.8592504272460937,2.036881031990051,45,0.1512103142905636,0.07209459688538615,0.0553362871853658,0.2806052928169249,45,0.3187999990251329,0.021709409916592037,0.2809999883174896,0.3537499904632568,45,1.945752568075392,0.04942092643424568,1.8592504272460937,2.0288912467956544,45,2.818668828540378,1.5329272802735074,0.8093957662582397,6.341590714454651,45,3729.864420722498,1722.1883130158255,1545.609369902347,9723.015457544716
sgd,,,,,,,45,0.15756748829633335,0.07322535336878662,0.0710196870130814,0.2806035097990211,45,0.3153185215261247,0.024931459009611853,0.2725000083446502,0.3589999973773956,45,1.9637637272940742,0.050031835398521816,1.8743415994644168,2.04090934753418,45,0.14390734147632003,0.07355106635024225,0.0653852690092055,0.2659156140905331,45,0.31729629768265616,0.023866243339219568,0.265500009059906,0.3554166555404663,45,1.956100406696178,0.05041149334391013,1.8694108963012692,2.0612420949935912,45,93.60790263546838,57.92375670392288,11.127281188964844,212.7359084844589,45,110.19164381580447,75.26233462569779,37.606589696690406,360.1968594686116
attention_only_replace_a08,replace,attention,0.8,0.9,1.0,1.0,45,0.15602131222315962,0.07401504879040276,0.0716528157241942,0.2885052453106262,45,0.3107092572583092,0.02973689656260285,0.2434999942779541,0.3610000014305115,45,1.9821508312013414,0.06889341279088058,1.85219020652771,2.164142330169678,45,0.13711223278831947,0.07863742863008791,0.0504206918042626,0.2747319650923212,45,0.31787036988470285,0.02663033482834955,0.2644999921321869,0.3610000014305115,45,1.9698880289289686,0.061482217633033284,1.8364557876586916,2.0786436824798584,45,4.074121458265517,3.3301473685687437,0.948463249206543,14.920492434501648,45,3074.4856006314617,1883.8708806252127,268.1932842047586,9301.27650397984
ffn_only_replace_a08,replace,ffn,0.8,0.9,1.0,1.0,45,0.1487856416204835,0.07805290610512518,0.0614039435145408,0.2895815902151809,45,0.31574074294832016,0.02371933095827356,0.273499995470047,0.3519999980926513,45,1.9618810315450033,0.05645171701176504,1.823785083770752,2.0512059726715086,45,0.13982058027399075,0.07744088254066163,0.052717989381623,0.2895815902151809,45,0.3158333334657881,0.0243564783847415,0.2770000100135803,0.3519999980926513,45,1.9551230071809556,0.05693749239473184,1.8040849313735965,2.0512059726715086,45,4.0889755895402695,3.310775097900931,1.0414169073104858,14.969654035568237,45,2893.178353506575,1532.7206906611063,267.88765402771,6689.178174101061
rmsprop,,,,,,,45,0.14848158287479213,0.0690046848827656,0.0708765377806209,0.279229126924262,45,0.3085166689422395,0.030127022950045716,0.2454999983310699,0.3520833253860473,45,1.9766258838512278,0.059939477489994224,1.861652624130249,2.1016087703704835,45,0.13648002636570689,0.06660197585887309,0.0539605433058603,0.2630948386791613,45,0.30878703693548837,0.02712776419524502,0.2469999939203262,0.3512499928474426,45,1.9843281008049294,0.061276764997255574,1.8691571283340451,2.116400220870972,45,93.32557066440582,60.98002369617453,11.510837650299072,228.07667593955995,45,109.82292578271466,73.59507953998335,35.079517043092416,351.7350051708792
adagrad,,,,,,,45,0.1473369547248685,0.07158434618197247,0.0659115382764581,0.2693468139999334,45,0.31028333504994704,0.028064899562106824,0.2549999952316284,0.3570833206176758,45,1.9715175843627366,0.05460685567738861,1.856214211463928,2.0628646306991576,45,0.14212780637570566,0.07151830113001179,0.0617831609408433,0.2693468139999334,45,0.3103111094898648,0.02650102001493751,0.2599999904632568,0.3583333194255829,45,1.9757317335693927,0.054550185539596084,1.8621932973861692,2.097686695098877,45,92.17933849493663,60.03489922142337,11.589958190917969,221.63828625679017,45,110.43167580946069,72.52463427275126,36.09937440500563,345.66033101771643
delayed_all_replace_a08_warm3,replace,all,0.8,0.9,1.0,4.0,45,0.13714678984165554,0.07016905338847704,0.0613475107214843,0.2646005812033841,45,0.31302222477065195,0.025225137895005266,0.2714999914169311,0.3520833253860473,45,1.9810078169504803,0.04534662036139449,1.876237120628357,2.063710012435913,45,0.08916723662056922,0.07379476750377595,0.0161764705882203,0.2646005812033841,45,0.3004962993992699,0.047167885298996716,0.0879999995231628,0.3574999868869781,18,1.96525843111674,0.06854605106353713,1.843682213783264,2.098575160980225,45,5.042046503490872,4.279627856798374,1.3295993566513062,16.339191293716432,45,2616.359792261102,1536.878378317288,248.64676062887307,6783.819599801725
adamw_frac_a08,,,0.8,0.9,,,45,0.13484661386156674,0.06213117341882127,0.0672842652977848,0.2753708925991244,45,0.3045981499883863,0.030582942971011988,0.2495000064373016,0.3537499904632568,45,2.002435127569128,0.061832410114171954,1.822787057876587,2.1147580585479737,45,0.11787937282950212,0.06261056491680728,0.0500936914428106,0.2670871585510958,45,0.3081648157702552,0.028084385941352912,0.2535000145435333,0.3629166781902313,45,1.988007868215773,0.04995039055895122,1.8421746406555173,2.073821868896484,45,87.71484315660265,52.03450062790793,12.199337720870972,189.18260793685917,45,111.84700976837394,70.43089527578593,50.476631579412455,329.94206967154184
adamw_frac_a07,,,0.7,0.9,,,45,0.13353943838187815,0.05885916065757409,0.0725769660632112,0.2502605304880334,45,0.3029962956905365,0.02979436526179415,0.2294999957084655,0.348333328962326,45,1.999929342835038,0.048852326276574015,1.9012781200408932,2.111552381515503,45,0.11775818904790694,0.061607721443307326,0.0480050664977468,0.2323823593298218,45,0.30469259222348527,0.028594135824661446,0.231000006198883,0.3491666615009308,45,1.995825134510464,0.04666463437103555,1.9034504089355468,2.0998234424591065,45,87.02402626249525,53.512126667969945,11.371400713920591,214.4742594718933,45,112.96949352390386,72.57261776148854,39.57671373583558,352.67451187289305
adamw_frac_a09,,,0.9,0.9,,,45,0.13158586790153143,0.05893644985269591,0.0682558503549451,0.2488699210527229,45,0.29551666643884444,0.029575418972201124,0.2419999986886978,0.3650000095367431,45,2.0171977329678006,0.04946086363035947,1.9099596099853515,2.091350067138672,45,0.11230128091047435,0.05721740640110919,0.0507462686566785,0.2270628234024362,45,0.30188333425256936,0.03246410039376051,0.2419999986886978,0.3629166781902313,45,2.0045087628329243,0.053017183405796364,1.8694745874404908,2.109170839309692,45,86.02688375155131,51.26691089210933,11.64552083015442,184.3630660533905,45,112.94487755718627,71.59483393266571,52.1673041745912,344.12462300244283
naive_all_replace_a08,replace,all,0.8,0.9,1.0,1.0,45,0.1116128717407894,0.06646914037856558,0.0182644252612282,0.2511276806837018,45,0.29255925979879166,0.05066518940271221,0.100500002503395,0.3524999916553497,37,2.05613461899113,0.11593614974881312,1.8719447422027589,2.442744125366211,45,0.09902233544269884,0.06723813367342867,0.0182644252612282,0.2511276806837018,45,0.2980148139927122,0.04959876647071042,0.100500002503395,0.3554166555404663,35,2.0229282259259906,0.07958750504301167,1.8641431360244751,2.1987765617370605,45,5.00535261631012,4.175047118796564,1.2427558660507203,14.921263027191165,45,2669.813471048811,1619.7467650276124,268.3648496981042,6786.92587239214
negative_full_replace_a08,replace,all,0.8,0.9,1.0,1.0,45,0.0958792069408638,0.04666695424099409,0.0441153546375337,0.2182094770186366,45,0.2866092592477798,0.045849857017257904,0.1439999938011169,0.3612500131130218,39,2.1310328365228113,0.12749418994613584,1.9625454664230344,2.502880889892578,45,0.08047206298119805,0.04145846802470742,0.0337489609309777,0.2001884830300383,45,0.29216111203034717,0.04059616559988162,0.2029999941587448,0.3612500131130218,34,2.0466322139571695,0.054055355640381025,1.936929121017456,2.143136610031128,45,2.8085162316428294,1.4752598079033634,1.0264739513397216,6.0735273361206055,45,3664.409357970489,1434.8026518602862,1608.612272975805,7329.250369765924
